Human_date,Channel,kwh,db_date,
3/15/2019 13:00,10,1.278,2019-03-15 13:00:00,
3/15/2019 14:00,10,1.309,2019-03-15 14:00:00,
3/15/2019 15:00,10,1.35,2019-03-15 15:00:00,
3/15/2019 16:00,10,1.223,2019-03-15 16:00:00,
3/15/2019 17:00,10,1.631,2019-03-15 17:00:00,
3/15/2019 18:00,10,5.048,2019-03-15 18:00:00,
3/15/2019 19:00,10,1.488,2019-03-15 19:00:00,
3/15/2019 20:00,10,1.13,2019-03-15 20:00:00,
3/15/2019 21:00,10,1.178,2019-03-15 21:00:00,
3/15/2019 22:00,10,1.429,2019-03-15 22:00:00,
3/15/2019 23:00,10,1.192,2019-03-15 23:00:00,
3/16/2019 0:00,10,0.776,2019-03-16 00:00:00,
3/16/2019 1:00,10,0.81,2019-03-16 01:00:00,
3/16/2019 2:00,10,0.679,2019-03-16 02:00:00,
3/16/2019 3:00,10,0.634,2019-03-16 03:00:00,
3/16/2019 4:00,10,0.675,2019-03-16 04:00:00,
3/16/2019 5:00,10,0.863,2019-03-16 05:00:00,
3/16/2019 6:00,10,0.897,2019-03-16 06:00:00,
3/16/2019 7:00,10,1.008,2019-03-16 07:00:00,
3/16/2019 8:00,10,0.895,2019-03-16 08:00:00,
3/16/2019 9:00,10,1.029,2019-03-16 09:00:00,
3/16/2019 10:00,10,0.94,2019-03-16 10:00:00,
3/16/2019 11:00,10,0.987,2019-03-16 11:00:00,
3/16/2019 12:00,10,1.131,2019-03-16 12:00:00,
3/16/2019 13:00,10,1.567,2019-03-16 13:00:00,
3/16/2019 14:00,10,2.261,2019-03-16 14:00:00,
3/16/2019 15:00,10,2.605,2019-03-16 15:00:00,
3/16/2019 16:00,10,4.66,2019-03-16 16:00:00,
3/16/2019 17:00,10,1.675,2019-03-16 17:00:00,
3/16/2019 18:00,10,4.675,2019-03-16 18:00:00,
3/16/2019 19:00,10,2.147,2019-03-16 19:00:00,
3/16/2019 20:00,10,4.794,2019-03-16 20:00:00,
3/16/2019 21:00,10,3.171,2019-03-16 21:00:00,
3/16/2019 22:00,10,4.666,2019-03-16 22:00:00,
3/16/2019 23:00,10,2.184,2019-03-16 23:00:00,
3/17/2019 0:00,10,0.623,2019-03-17 00:00:00,
3/17/2019 1:00,10,0.647,2019-03-17 01:00:00,
3/17/2019 2:00,10,0.61,2019-03-17 02:00:00,
3/17/2019 3:00,10,0.566,2019-03-17 03:00:00,
3/17/2019 4:00,10,0.633,2019-03-17 04:00:00,
3/17/2019 5:00,10,0.799,2019-03-17 05:00:00,
3/17/2019 6:00,10,0.763,2019-03-17 06:00:00,
3/17/2019 7:00,10,0.94,2019-03-17 07:00:00,
3/17/2019 8:00,10,0.89,2019-03-17 08:00:00,
3/17/2019 9:00,10,1.121,2019-03-17 09:00:00,
3/17/2019 10:00,10,1.259,2019-03-17 10:00:00,
3/17/2019 11:00,10,1.14,2019-03-17 11:00:00,
3/17/2019 12:00,10,1.368,2019-03-17 12:00:00,
3/17/2019 13:00,10,1.658,2019-03-17 13:00:00,
3/17/2019 14:00,10,1.138,2019-03-17 14:00:00,
3/17/2019 15:00,10,0.954,2019-03-17 15:00:00,
3/17/2019 16:00,10,1.149,2019-03-17 16:00:00,
3/17/2019 17:00,10,1.208,2019-03-17 17:00:00,
3/17/2019 18:00,10,1.113,2019-03-17 18:00:00,
3/17/2019 19:00,10,2.236,2019-03-17 19:00:00,
3/17/2019 20:00,10,4.333,2019-03-17 20:00:00,
3/17/2019 21:00,10,5.288,2019-03-17 21:00:00,
3/17/2019 22:00,10,1.038,2019-03-17 22:00:00,
3/17/2019 23:00,10,0.769,2019-03-17 23:00:00,
3/18/2019 0:00,10,0.593,2019-03-18 00:00:00,
3/18/2019 1:00,10,0.681,2019-03-18 01:00:00,
3/18/2019 2:00,10,0.729,2019-03-18 02:00:00,
3/18/2019 3:00,10,0.822,2019-03-18 03:00:00,
3/18/2019 4:00,10,0.731,2019-03-18 04:00:00,
3/18/2019 5:00,10,0.8,2019-03-18 05:00:00,
3/18/2019 6:00,10,0.799,2019-03-18 06:00:00,
3/18/2019 7:00,10,0.971,2019-03-18 07:00:00,
3/18/2019 8:00,10,1.167,2019-03-18 08:00:00,
3/18/2019 9:00,10,0.741,2019-03-18 09:00:00,
3/18/2019 10:00,10,0.59,2019-03-18 10:00:00,
3/18/2019 11:00,10,0.685,2019-03-18 11:00:00,
3/18/2019 12:00,10,0.647,2019-03-18 12:00:00,
3/18/2019 13:00,10,0.74,2019-03-18 13:00:00,
3/18/2019 14:00,10,0.843,2019-03-18 14:00:00,
3/18/2019 15:00,10,0.969,2019-03-18 15:00:00,
3/18/2019 16:00,10,0.926,2019-03-18 16:00:00,
3/18/2019 17:00,10,0.92,2019-03-18 17:00:00,
3/18/2019 18:00,10,1.037,2019-03-18 18:00:00,
3/18/2019 19:00,10,1.053,2019-03-18 19:00:00,
3/18/2019 20:00,10,1.029,2019-03-18 20:00:00,
3/18/2019 21:00,10,1.131,2019-03-18 21:00:00,
3/18/2019 22:00,10,4.74,2019-03-18 22:00:00,
3/18/2019 23:00,10,1.301,2019-03-18 23:00:00,
3/19/2019 0:00,10,1.021,2019-03-19 00:00:00,
3/19/2019 1:00,10,0.709,2019-03-19 01:00:00,
3/19/2019 2:00,10,0.655,2019-03-19 02:00:00,
3/19/2019 3:00,10,0.624,2019-03-19 03:00:00,
3/19/2019 4:00,10,0.62,2019-03-19 04:00:00,
3/19/2019 5:00,10,0.897,2019-03-19 05:00:00,
3/19/2019 6:00,10,0.928,2019-03-19 06:00:00,
3/19/2019 7:00,10,1.791,2019-03-19 07:00:00,
3/19/2019 8:00,10,4.607,2019-03-19 08:00:00,
3/19/2019 9:00,10,0.675,2019-03-19 09:00:00,
3/19/2019 10:00,10,0.493,2019-03-19 10:00:00,
3/19/2019 11:00,10,0.385,2019-03-19 11:00:00,
3/19/2019 12:00,10,0.391,2019-03-19 12:00:00,
3/19/2019 13:00,10,0.679,2019-03-19 13:00:00,
3/19/2019 14:00,10,1.017,2019-03-19 14:00:00,
3/19/2019 15:00,10,0.708,2019-03-19 15:00:00,
3/19/2019 16:00,10,0.764,2019-03-19 16:00:00,
3/19/2019 17:00,10,0.864,2019-03-19 17:00:00,
3/19/2019 18:00,10,1.053,2019-03-19 18:00:00,
3/19/2019 19:00,10,0.73,2019-03-19 19:00:00,
3/19/2019 20:00,10,0.846,2019-03-19 20:00:00,
3/19/2019 21:00,10,0.915,2019-03-19 21:00:00,
3/19/2019 22:00,10,1.161,2019-03-19 22:00:00,
3/19/2019 23:00,10,1.354,2019-03-19 23:00:00,
3/20/2019 0:00,10,0.672,2019-03-20 00:00:00,
3/20/2019 1:00,10,0.618,2019-03-20 01:00:00,
3/20/2019 2:00,10,0.671,2019-03-20 02:00:00,
3/20/2019 3:00,10,0.555,2019-03-20 03:00:00,
3/20/2019 4:00,10,0.62,2019-03-20 04:00:00,
3/20/2019 5:00,10,0.856,2019-03-20 05:00:00,
3/20/2019 6:00,10,0.758,2019-03-20 06:00:00,
3/20/2019 7:00,10,0.764,2019-03-20 07:00:00,
3/20/2019 8:00,10,1.407,2019-03-20 08:00:00,
3/20/2019 9:00,10,0.704,2019-03-20 09:00:00,
3/20/2019 10:00,10,0.535,2019-03-20 10:00:00,
3/20/2019 11:00,10,0.457,2019-03-20 11:00:00,
3/20/2019 12:00,10,0.47,2019-03-20 12:00:00,
3/20/2019 13:00,10,0.769,2019-03-20 13:00:00,
3/20/2019 14:00,10,1.087,2019-03-20 14:00:00,
3/20/2019 15:00,10,0.804,2019-03-20 15:00:00,
3/20/2019 16:00,10,0.788,2019-03-20 16:00:00,
3/20/2019 17:00,10,0.946,2019-03-20 17:00:00,
3/20/2019 18:00,10,0.955,2019-03-20 18:00:00,
3/20/2019 19:00,10,1.079,2019-03-20 19:00:00,
3/20/2019 20:00,10,1.892,2019-03-20 20:00:00,
3/20/2019 21:00,10,1.799,2019-03-20 21:00:00,
3/20/2019 22:00,10,1.238,2019-03-20 22:00:00,
3/20/2019 23:00,10,1.185,2019-03-20 23:00:00,
3/21/2019 0:00,10,0.67,2019-03-21 00:00:00,
3/21/2019 1:00,10,0.703,2019-03-21 01:00:00,
3/21/2019 2:00,10,0.598,2019-03-21 02:00:00,
3/21/2019 3:00,10,0.721,2019-03-21 03:00:00,
3/21/2019 4:00,10,0.642,2019-03-21 04:00:00,
3/21/2019 5:00,10,0.765,2019-03-21 05:00:00,
3/21/2019 6:00,10,0.836,2019-03-21 06:00:00,
3/21/2019 7:00,10,1.017,2019-03-21 07:00:00,
3/21/2019 8:00,10,1.597,2019-03-21 08:00:00,
3/21/2019 9:00,10,0.67,2019-03-21 09:00:00,
3/21/2019 10:00,10,0.596,2019-03-21 10:00:00,
3/21/2019 11:00,10,0.595,2019-03-21 11:00:00,
3/21/2019 12:00,10,0.614,2019-03-21 12:00:00,
3/21/2019 13:00,10,0.448,2019-03-21 13:00:00,
3/21/2019 14:00,10,0.581,2019-03-21 14:00:00,
3/21/2019 15:00,10,0.729,2019-03-21 15:00:00,
3/21/2019 16:00,10,0.889,2019-03-21 16:00:00,
3/21/2019 17:00,10,0.864,2019-03-21 17:00:00,
3/21/2019 18:00,10,0.94,2019-03-21 18:00:00,
3/21/2019 19:00,10,0.95,2019-03-21 19:00:00,
3/21/2019 20:00,10,0.905,2019-03-21 20:00:00,
3/21/2019 21:00,10,1.534,2019-03-21 21:00:00,
3/21/2019 22:00,10,1.167,2019-03-21 22:00:00,
3/21/2019 23:00,10,0.477,2019-03-21 23:00:00,
3/22/2019 0:00,10,0.445,2019-03-22 00:00:00,
3/22/2019 1:00,10,0.52,2019-03-22 01:00:00,
3/22/2019 2:00,10,0.426,2019-03-22 02:00:00,
3/22/2019 3:00,10,0.476,2019-03-22 03:00:00,
3/22/2019 4:00,10,0.531,2019-03-22 04:00:00,
3/22/2019 5:00,10,0.448,2019-03-22 05:00:00,
3/22/2019 6:00,10,0.714,2019-03-22 06:00:00,
3/22/2019 7:00,10,0.863,2019-03-22 07:00:00,
3/22/2019 8:00,10,1.242,2019-03-22 08:00:00,
3/22/2019 9:00,10,0.863,2019-03-22 09:00:00,
3/22/2019 10:00,10,0.749,2019-03-22 10:00:00,
3/22/2019 11:00,10,0.751,2019-03-22 11:00:00,
3/22/2019 12:00,10,0.858,2019-03-22 12:00:00,
3/22/2019 13:00,10,0.672,2019-03-22 13:00:00,
3/22/2019 14:00,10,0.884,2019-03-22 14:00:00,
3/22/2019 15:00,10,1.058,2019-03-22 15:00:00,
3/22/2019 16:00,10,1.192,2019-03-22 16:00:00,
3/22/2019 17:00,10,1.338,2019-03-22 17:00:00,
3/22/2019 18:00,10,1.236,2019-03-22 18:00:00,
3/22/2019 19:00,10,1.018,2019-03-22 19:00:00,
3/22/2019 20:00,10,0.958,2019-03-22 20:00:00,
3/22/2019 21:00,10,0.807,2019-03-22 21:00:00,
3/22/2019 22:00,10,0.739,2019-03-22 22:00:00,
3/22/2019 23:00,10,1.249,2019-03-22 23:00:00,
3/23/2019 0:00,10,1.04,2019-03-23 00:00:00,
3/23/2019 1:00,10,0.462,2019-03-23 01:00:00,
3/23/2019 2:00,10,0.612,2019-03-23 02:00:00,
3/23/2019 3:00,10,0.583,2019-03-23 03:00:00,
3/23/2019 4:00,10,0.472,2019-03-23 04:00:00,
3/23/2019 5:00,10,0.589,2019-03-23 05:00:00,
3/23/2019 6:00,10,0.857,2019-03-23 06:00:00,
3/23/2019 7:00,10,0.799,2019-03-23 07:00:00,
3/23/2019 8:00,10,1.205,2019-03-23 08:00:00,
3/23/2019 9:00,10,1.02,2019-03-23 09:00:00,
3/23/2019 10:00,10,0.865,2019-03-23 10:00:00,
3/23/2019 11:00,10,1.149,2019-03-23 11:00:00,
3/23/2019 12:00,10,0.749,2019-03-23 12:00:00,
3/23/2019 13:00,10,0.825,2019-03-23 13:00:00,
3/23/2019 14:00,10,0.838,2019-03-23 14:00:00,
3/23/2019 15:00,10,0.682,2019-03-23 15:00:00,
3/23/2019 16:00,10,1.06,2019-03-23 16:00:00,
3/23/2019 17:00,10,1.12,2019-03-23 17:00:00,
3/23/2019 18:00,10,1.103,2019-03-23 18:00:00,
3/23/2019 19:00,10,0.979,2019-03-23 19:00:00,
3/23/2019 20:00,10,1.477,2019-03-23 20:00:00,
3/23/2019 21:00,10,1.37,2019-03-23 21:00:00,
3/23/2019 22:00,10,0.857,2019-03-23 22:00:00,
3/23/2019 23:00,10,0.789,2019-03-23 23:00:00,
3/24/2019 0:00,10,0.657,2019-03-24 00:00:00,
3/24/2019 1:00,10,0.576,2019-03-24 01:00:00,
3/24/2019 2:00,10,0.477,2019-03-24 02:00:00,
3/24/2019 3:00,10,0.602,2019-03-24 03:00:00,
3/24/2019 4:00,10,0.591,2019-03-24 04:00:00,
3/24/2019 5:00,10,0.71,2019-03-24 05:00:00,
3/24/2019 6:00,10,0.71,2019-03-24 06:00:00,
3/24/2019 7:00,10,0.917,2019-03-24 07:00:00,
3/24/2019 8:00,10,1.047,2019-03-24 08:00:00,
3/24/2019 9:00,10,0.789,2019-03-24 09:00:00,
3/24/2019 10:00,10,0.714,2019-03-24 10:00:00,
3/24/2019 11:00,10,0.641,2019-03-24 11:00:00,
3/24/2019 12:00,10,0.675,2019-03-24 12:00:00,
3/24/2019 13:00,10,0.513,2019-03-24 13:00:00,
3/24/2019 14:00,10,0.858,2019-03-24 14:00:00,
3/24/2019 15:00,10,0.888,2019-03-24 15:00:00,
3/24/2019 16:00,10,0.9,2019-03-24 16:00:00,
3/24/2019 17:00,10,0.939,2019-03-24 17:00:00,
3/24/2019 18:00,10,0.945,2019-03-24 18:00:00,
3/24/2019 19:00,10,1.016,2019-03-24 19:00:00,
3/24/2019 20:00,10,0.988,2019-03-24 20:00:00,
3/24/2019 21:00,10,1.5,2019-03-24 21:00:00,
3/24/2019 22:00,10,0.879,2019-03-24 22:00:00,
3/24/2019 23:00,10,0.63,2019-03-24 23:00:00,
3/25/2019 0:00,10,0.595,2019-03-25 00:00:00,
3/25/2019 1:00,10,0.554,2019-03-25 01:00:00,
3/25/2019 2:00,10,0.612,2019-03-25 02:00:00,
3/25/2019 3:00,10,0.536,2019-03-25 03:00:00,
3/25/2019 4:00,10,0.531,2019-03-25 04:00:00,
3/25/2019 5:00,10,0.638,2019-03-25 05:00:00,
3/25/2019 6:00,10,0.727,2019-03-25 06:00:00,
3/25/2019 7:00,10,0.723,2019-03-25 07:00:00,
3/25/2019 8:00,10,1.305,2019-03-25 08:00:00,
3/25/2019 9:00,10,0.611,2019-03-25 09:00:00,
3/25/2019 10:00,10,0.472,2019-03-25 10:00:00,
3/25/2019 11:00,10,0.642,2019-03-25 11:00:00,
3/25/2019 12:00,10,0.5,2019-03-25 12:00:00,
3/25/2019 13:00,10,0.454,2019-03-25 13:00:00,
3/25/2019 14:00,10,0.677,2019-03-25 14:00:00,
3/25/2019 15:00,10,0.729,2019-03-25 15:00:00,
3/25/2019 16:00,10,0.697,2019-03-25 16:00:00,
3/25/2019 17:00,10,0.601,2019-03-25 17:00:00,
3/25/2019 18:00,10,0.639,2019-03-25 18:00:00,
3/25/2019 19:00,10,0.966,2019-03-25 19:00:00,
3/25/2019 20:00,10,0.945,2019-03-25 20:00:00,
3/25/2019 21:00,10,0.915,2019-03-25 21:00:00,
3/25/2019 22:00,10,0.714,2019-03-25 22:00:00,
3/25/2019 23:00,10,1.186,2019-03-25 23:00:00,
3/26/2019 0:00,10,1.209,2019-03-26 00:00:00,
3/26/2019 1:00,10,0.888,2019-03-26 01:00:00,
3/26/2019 2:00,10,0.619,2019-03-26 02:00:00,
3/26/2019 3:00,10,0.638,2019-03-26 03:00:00,
3/26/2019 4:00,10,0.763,2019-03-26 04:00:00,
3/26/2019 5:00,10,0.833,2019-03-26 05:00:00,
3/26/2019 6:00,10,0.803,2019-03-26 06:00:00,
3/26/2019 7:00,10,1.27,2019-03-26 07:00:00,
3/26/2019 8:00,10,1.183,2019-03-26 08:00:00,
3/26/2019 9:00,10,0.885,2019-03-26 09:00:00,
3/26/2019 10:00,10,1.081,2019-03-26 10:00:00,
3/26/2019 11:00,10,1.219,2019-03-26 11:00:00,
3/26/2019 12:00,10,1.112,2019-03-26 12:00:00,
3/26/2019 13:00,10,1.002,2019-03-26 13:00:00,
3/26/2019 14:00,10,1.043,2019-03-26 14:00:00,
3/26/2019 15:00,10,0.759,2019-03-26 15:00:00,
3/26/2019 16:00,10,0.748,2019-03-26 16:00:00,
3/26/2019 17:00,10,0.77,2019-03-26 17:00:00,
3/26/2019 18:00,10,0.666,2019-03-26 18:00:00,
3/26/2019 19:00,10,1.064,2019-03-26 19:00:00,
3/26/2019 20:00,10,1.472,2019-03-26 20:00:00,
3/26/2019 21:00,10,1.299,2019-03-26 21:00:00,
3/26/2019 22:00,10,1.711,2019-03-26 22:00:00,
3/26/2019 23:00,10,1.41,2019-03-26 23:00:00,
3/27/2019 0:00,10,0.498,2019-03-27 00:00:00,
3/27/2019 1:00,10,0.617,2019-03-27 01:00:00,
3/27/2019 2:00,10,0.588,2019-03-27 02:00:00,
3/27/2019 3:00,10,0.578,2019-03-27 03:00:00,
3/27/2019 4:00,10,0.661,2019-03-27 04:00:00,
3/27/2019 5:00,10,0.721,2019-03-27 05:00:00,
3/27/2019 6:00,10,0.79,2019-03-27 06:00:00,
3/27/2019 7:00,10,1.029,2019-03-27 07:00:00,
3/27/2019 8:00,10,0.851,2019-03-27 08:00:00,
3/27/2019 9:00,10,0.512,2019-03-27 09:00:00,
3/27/2019 10:00,10,0.393,2019-03-27 10:00:00,
3/27/2019 11:00,10,0.45,2019-03-27 11:00:00,
3/27/2019 12:00,10,0.449,2019-03-27 12:00:00,
3/27/2019 13:00,10,0.58,2019-03-27 13:00:00,
3/27/2019 14:00,10,0.832,2019-03-27 14:00:00,
3/27/2019 15:00,10,0.862,2019-03-27 15:00:00,
3/27/2019 16:00,10,0.917,2019-03-27 16:00:00,
3/27/2019 17:00,10,0.624,2019-03-27 17:00:00,
3/27/2019 18:00,10,0.685,2019-03-27 18:00:00,
3/27/2019 19:00,10,0.697,2019-03-27 19:00:00,
3/27/2019 20:00,10,0.863,2019-03-27 20:00:00,
3/27/2019 21:00,10,0.788,2019-03-27 21:00:00,
3/27/2019 22:00,10,1.093,2019-03-27 22:00:00,
3/27/2019 23:00,10,1.216,2019-03-27 23:00:00,
3/28/2019 0:00,10,0.731,2019-03-28 00:00:00,
3/28/2019 1:00,10,0.523,2019-03-28 01:00:00,
3/28/2019 2:00,10,0.633,2019-03-28 02:00:00,
3/28/2019 3:00,10,0.502,2019-03-28 03:00:00,
3/28/2019 4:00,10,0.547,2019-03-28 04:00:00,
3/28/2019 5:00,10,0.615,2019-03-28 05:00:00,
3/28/2019 6:00,10,0.602,2019-03-28 06:00:00,
3/28/2019 7:00,10,0.948,2019-03-28 07:00:00,
3/28/2019 8:00,10,0.986,2019-03-28 08:00:00,
3/28/2019 9:00,10,0.536,2019-03-28 09:00:00,
3/28/2019 10:00,10,0.433,2019-03-28 10:00:00,
3/28/2019 11:00,10,0.358,2019-03-28 11:00:00,
3/28/2019 12:00,10,0.481,2019-03-28 12:00:00,
3/28/2019 13:00,10,0.462,2019-03-28 13:00:00,
3/28/2019 14:00,10,0.603,2019-03-28 14:00:00,
3/28/2019 15:00,10,0.684,2019-03-28 15:00:00,
3/28/2019 16:00,10,0.535,2019-03-28 16:00:00,
3/28/2019 17:00,10,0.689,2019-03-28 17:00:00,
3/28/2019 18:00,10,0.951,2019-03-28 18:00:00,
3/28/2019 19:00,10,1.015,2019-03-28 19:00:00,
3/28/2019 20:00,10,1.096,2019-03-28 20:00:00,
3/28/2019 21:00,10,1.173,2019-03-28 21:00:00,
3/28/2019 22:00,10,0.821,2019-03-28 22:00:00,
3/28/2019 23:00,10,1.268,2019-03-28 23:00:00,
3/29/2019 0:00,10,0.949,2019-03-29 00:00:00,
3/29/2019 1:00,10,0.422,2019-03-29 01:00:00,
3/29/2019 2:00,10,0.612,2019-03-29 02:00:00,
3/29/2019 3:00,10,0.436,2019-03-29 03:00:00,
3/29/2019 4:00,10,0.433,2019-03-29 04:00:00,
3/29/2019 5:00,10,0.546,2019-03-29 05:00:00,
3/29/2019 6:00,10,0.63,2019-03-29 06:00:00,
3/29/2019 7:00,10,0.743,2019-03-29 07:00:00,
3/29/2019 8:00,10,1.008,2019-03-29 08:00:00,
3/29/2019 9:00,10,0.55,2019-03-29 09:00:00,
3/29/2019 10:00,10,0.562,2019-03-29 10:00:00,
3/29/2019 11:00,10,0.573,2019-03-29 11:00:00,
3/29/2019 12:00,10,0.621,2019-03-29 12:00:00,
3/29/2019 13:00,10,0.602,2019-03-29 13:00:00,
3/29/2019 14:00,10,0.652,2019-03-29 14:00:00,
3/29/2019 15:00,10,0.777,2019-03-29 15:00:00,
3/29/2019 16:00,10,0.916,2019-03-29 16:00:00,
3/29/2019 17:00,10,0.671,2019-03-29 17:00:00,
3/29/2019 18:00,10,1.055,2019-03-29 18:00:00,
3/29/2019 19:00,10,1.117,2019-03-29 19:00:00,
3/29/2019 20:00,10,0.99,2019-03-29 20:00:00,
3/29/2019 21:00,10,0.985,2019-03-29 21:00:00,
3/29/2019 22:00,10,0.848,2019-03-29 22:00:00,
3/29/2019 23:00,10,0.815,2019-03-29 23:00:00,
3/30/2019 0:00,10,0.779,2019-03-30 00:00:00,
3/30/2019 1:00,10,0.77,2019-03-30 01:00:00,
3/30/2019 2:00,10,0.802,2019-03-30 02:00:00,
3/30/2019 3:00,10,0.732,2019-03-30 03:00:00,
3/30/2019 4:00,10,0.683,2019-03-30 04:00:00,
3/30/2019 5:00,10,0.834,2019-03-30 05:00:00,
3/30/2019 6:00,10,0.899,2019-03-30 06:00:00,
3/30/2019 7:00,10,0.955,2019-03-30 07:00:00,
3/30/2019 8:00,10,0.967,2019-03-30 08:00:00,
3/30/2019 9:00,10,1.726,2019-03-30 09:00:00,
3/30/2019 10:00,10,1.554,2019-03-30 10:00:00,
3/30/2019 11:00,10,1.107,2019-03-30 11:00:00,
3/30/2019 12:00,10,1.129,2019-03-30 12:00:00,
3/30/2019 13:00,10,1.259,2019-03-30 13:00:00,
3/30/2019 14:00,10,4.921,2019-03-30 14:00:00,
3/30/2019 15:00,10,2.134,2019-03-30 15:00:00,
3/30/2019 16:00,10,4.426,2019-03-30 16:00:00,
3/30/2019 17:00,10,4.556,2019-03-30 17:00:00,
3/30/2019 18:00,10,4.735,2019-03-30 18:00:00,
3/30/2019 19:00,10,3.035,2019-03-30 19:00:00,
3/30/2019 20:00,10,1.386,2019-03-30 20:00:00,
3/30/2019 21:00,10,1.121,2019-03-30 21:00:00,
3/30/2019 22:00,10,1.395,2019-03-30 22:00:00,
3/30/2019 23:00,10,1.4,2019-03-30 23:00:00,
3/31/2019 0:00,10,0.651,2019-03-31 00:00:00,
3/31/2019 1:00,10,0.5,2019-03-31 01:00:00,
3/31/2019 2:00,10,0.55,2019-03-31 02:00:00,
3/31/2019 3:00,10,0.482,2019-03-31 03:00:00,
3/31/2019 4:00,10,0.657,2019-03-31 04:00:00,
3/31/2019 5:00,10,0.529,2019-03-31 05:00:00,
3/31/2019 6:00,10,0.799,2019-03-31 06:00:00,
3/31/2019 7:00,10,0.679,2019-03-31 07:00:00,
3/31/2019 8:00,10,0.647,2019-03-31 08:00:00,
3/31/2019 9:00,10,1.14,2019-03-31 09:00:00,
3/31/2019 10:00,10,1.032,2019-03-31 10:00:00,
3/31/2019 11:00,10,0.943,2019-03-31 11:00:00,
3/31/2019 12:00,10,0.728,2019-03-31 12:00:00,
3/31/2019 13:00,10,1.971,2019-03-31 13:00:00,
3/31/2019 14:00,10,4.286,2019-03-31 14:00:00,
3/31/2019 15:00,10,1.361,2019-03-31 15:00:00,
3/31/2019 16:00,10,4.903,2019-03-31 16:00:00,
3/31/2019 17:00,10,3.593,2019-03-31 17:00:00,
3/31/2019 18:00,10,4.664,2019-03-31 18:00:00,
3/31/2019 19:00,10,1.499,2019-03-31 19:00:00,
3/31/2019 20:00,10,3.499,2019-03-31 20:00:00,
3/31/2019 21:00,10,3.147,2019-03-31 21:00:00,
3/31/2019 22:00,10,0.743,2019-03-31 22:00:00,
3/31/2019 23:00,10,0.652,2019-03-31 23:00:00,
4/1/2019 0:00,10,0.564,2019-04-01 00:00:00,
4/1/2019 1:00,10,0.564,2019-04-01 01:00:00,
4/1/2019 2:00,10,0.491,2019-04-01 02:00:00,
4/1/2019 3:00,10,0.592,2019-04-01 03:00:00,
4/1/2019 4:00,10,0.534,2019-04-01 04:00:00,
4/1/2019 5:00,10,0.539,2019-04-01 05:00:00,
4/1/2019 6:00,10,0.738,2019-04-01 06:00:00,
4/1/2019 7:00,10,0.735,2019-04-01 07:00:00,
4/1/2019 8:00,10,1.141,2019-04-01 08:00:00,
4/1/2019 9:00,10,0.93,2019-04-01 09:00:00,
4/1/2019 10:00,10,0.454,2019-04-01 10:00:00,
4/1/2019 11:00,10,0.449,2019-04-01 11:00:00,
4/1/2019 12:00,10,0.558,2019-04-01 12:00:00,
4/1/2019 13:00,10,0.388,2019-04-01 13:00:00,
4/1/2019 14:00,10,0.605,2019-04-01 14:00:00,
4/1/2019 15:00,10,0.656,2019-04-01 15:00:00,
4/1/2019 16:00,10,0.698,2019-04-01 16:00:00,
4/1/2019 17:00,10,0.681,2019-04-01 17:00:00,
4/1/2019 18:00,10,0.954,2019-04-01 18:00:00,
4/1/2019 19:00,10,0.93,2019-04-01 19:00:00,
4/1/2019 20:00,10,0.83,2019-04-01 20:00:00,
4/1/2019 21:00,10,0.757,2019-04-01 21:00:00,
4/1/2019 22:00,10,0.687,2019-04-01 22:00:00,
4/1/2019 23:00,10,1.077,2019-04-01 23:00:00,
4/2/2019 0:00,10,1.181,2019-04-02 00:00:00,
4/2/2019 1:00,10,0.927,2019-04-02 01:00:00,
4/2/2019 2:00,10,0.583,2019-04-02 02:00:00,
4/2/2019 3:00,10,0.524,2019-04-02 03:00:00,
4/2/2019 4:00,10,0.534,2019-04-02 04:00:00,
4/2/2019 5:00,10,0.748,2019-04-02 05:00:00,
4/2/2019 6:00,10,0.739,2019-04-02 06:00:00,
4/2/2019 7:00,10,0.832,2019-04-02 07:00:00,
4/2/2019 8:00,10,2.949,2019-04-02 08:00:00,
4/2/2019 9:00,10,3.219,2019-04-02 09:00:00,
4/2/2019 10:00,10,0.861,2019-04-02 10:00:00,
4/2/2019 11:00,10,0.859,2019-04-02 11:00:00,
4/2/2019 12:00,10,0.77,2019-04-02 12:00:00,
4/2/2019 13:00,10,0.939,2019-04-02 13:00:00,
4/2/2019 14:00,10,0.958,2019-04-02 14:00:00,
4/2/2019 15:00,10,0.86,2019-04-02 15:00:00,
4/2/2019 16:00,10,1.222,2019-04-02 16:00:00,
4/2/2019 17:00,10,5.332,2019-04-02 17:00:00,
4/2/2019 18:00,10,1.367,2019-04-02 18:00:00,
4/2/2019 19:00,10,3.075,2019-04-02 19:00:00,
4/2/2019 20:00,10,2.687,2019-04-02 20:00:00,
4/2/2019 21:00,10,1.103,2019-04-02 21:00:00,
4/2/2019 22:00,10,0.888,2019-04-02 22:00:00,
4/2/2019 23:00,10,0.695,2019-04-02 23:00:00,
4/3/2019 0:00,10,0.698,2019-04-03 00:00:00,
4/3/2019 1:00,10,0.709,2019-04-03 01:00:00,
4/3/2019 2:00,10,0.775,2019-04-03 02:00:00,
4/3/2019 3:00,10,0.759,2019-04-03 03:00:00,
4/3/2019 4:00,10,0.73,2019-04-03 04:00:00,
4/3/2019 5:00,10,0.765,2019-04-03 05:00:00,
4/3/2019 6:00,10,0.952,2019-04-03 06:00:00,
4/3/2019 7:00,10,0.901,2019-04-03 07:00:00,
