Human_date,Channel,kwh,db_date,
8/27/2019 21:00,10,1.354,2019-08-27 21:00:00,
8/27/2019 22:00,10,1.949,2019-08-27 22:00:00,
8/27/2019 23:00,10,1.792,2019-08-27 23:00:00,
8/28/2019 0:00,10,1.296,2019-08-28 00:00:00,
8/28/2019 1:00,10,1.328,2019-08-28 01:00:00,
8/28/2019 2:00,10,1.256,2019-08-28 02:00:00,
8/28/2019 3:00,10,1.245,2019-08-28 03:00:00,
8/28/2019 4:00,10,1.291,2019-08-28 04:00:00,
8/28/2019 5:00,10,1.317,2019-08-28 05:00:00,
8/28/2019 6:00,10,1.362,2019-08-28 06:00:00,
8/28/2019 7:00,10,1.522,2019-08-28 07:00:00,
8/28/2019 8:00,10,1.719,2019-08-28 08:00:00,
8/28/2019 9:00,10,1.325,2019-08-28 09:00:00,
8/28/2019 10:00,10,1.233,2019-08-28 10:00:00,
8/28/2019 11:00,10,1.161,2019-08-28 11:00:00,
8/28/2019 12:00,10,1.146,2019-08-28 12:00:00,
8/28/2019 13:00,10,1.231,2019-08-28 13:00:00,
8/28/2019 14:00,10,1.164,2019-08-28 14:00:00,
8/28/2019 15:00,10,1.125,2019-08-28 15:00:00,
8/28/2019 16:00,10,1.164,2019-08-28 16:00:00,
8/28/2019 17:00,10,1.398,2019-08-28 17:00:00,
8/28/2019 18:00,10,1.762,2019-08-28 18:00:00,
8/28/2019 19:00,10,1.933,2019-08-28 19:00:00,
8/28/2019 20:00,10,1.822,2019-08-28 20:00:00,
8/28/2019 21:00,10,2.007,2019-08-28 21:00:00,
8/28/2019 22:00,10,1.947,2019-08-28 22:00:00,
8/28/2019 23:00,10,1.497,2019-08-28 23:00:00,
8/29/2019 0:00,10,1.385,2019-08-29 00:00:00,
8/29/2019 1:00,10,1.356,2019-08-29 01:00:00,
8/29/2019 2:00,10,1.402,2019-08-29 02:00:00,
8/29/2019 3:00,10,1.37,2019-08-29 03:00:00,
8/29/2019 4:00,10,1.381,2019-08-29 04:00:00,
8/29/2019 5:00,10,1.264,2019-08-29 05:00:00,
8/29/2019 6:00,10,1.256,2019-08-29 06:00:00,
8/29/2019 7:00,10,1.506,2019-08-29 07:00:00,
8/29/2019 8:00,10,1.751,2019-08-29 08:00:00,
8/29/2019 9:00,10,1.306,2019-08-29 09:00:00,
8/29/2019 10:00,10,1.185,2019-08-29 10:00:00,
8/29/2019 11:00,10,1.261,2019-08-29 11:00:00,
8/29/2019 12:00,10,1.311,2019-08-29 12:00:00,
8/29/2019 13:00,10,1.299,2019-08-29 13:00:00,
8/29/2019 14:00,10,1.295,2019-08-29 14:00:00,
8/29/2019 15:00,10,1.246,2019-08-29 15:00:00,
8/29/2019 16:00,10,1.267,2019-08-29 16:00:00,
8/29/2019 17:00,10,1.478,2019-08-29 17:00:00,
8/29/2019 18:00,10,1.571,2019-08-29 18:00:00,
8/29/2019 19:00,10,1.849,2019-08-29 19:00:00,
8/29/2019 20:00,10,1.805,2019-08-29 20:00:00,
8/29/2019 21:00,10,1.532,2019-08-29 21:00:00,
8/29/2019 22:00,10,2.323,2019-08-29 22:00:00,
8/29/2019 23:00,10,2.169,2019-08-29 23:00:00,
8/30/2019 0:00,10,1.453,2019-08-30 00:00:00,
8/30/2019 1:00,10,1.517,2019-08-30 01:00:00,
8/30/2019 2:00,10,1.481,2019-08-30 02:00:00,
8/30/2019 3:00,10,1.512,2019-08-30 03:00:00,
8/30/2019 4:00,10,1.436,2019-08-30 04:00:00,
8/30/2019 5:00,10,1.378,2019-08-30 05:00:00,
8/30/2019 6:00,10,1.415,2019-08-30 06:00:00,
8/30/2019 7:00,10,1.582,2019-08-30 07:00:00,
8/30/2019 8:00,10,1.77,2019-08-30 08:00:00,
8/30/2019 9:00,10,1.646,2019-08-30 09:00:00,
8/30/2019 10:00,10,1.525,2019-08-30 10:00:00,
8/30/2019 11:00,10,1.466,2019-08-30 11:00:00,
8/30/2019 12:00,10,1.533,2019-08-30 12:00:00,
8/30/2019 13:00,10,1.551,2019-08-30 13:00:00,
8/30/2019 14:00,10,1.818,2019-08-30 14:00:00,
8/30/2019 15:00,10,1.432,2019-08-30 15:00:00,
8/30/2019 16:00,10,1.28,2019-08-30 16:00:00,
8/30/2019 17:00,10,1.33,2019-08-30 17:00:00,
8/30/2019 18:00,10,1.363,2019-08-30 18:00:00,
8/30/2019 19:00,10,1.217,2019-08-30 19:00:00,
8/30/2019 20:00,10,1.271,2019-08-30 20:00:00,
8/30/2019 21:00,10,1.319,2019-08-30 21:00:00,
8/30/2019 22:00,10,1.392,2019-08-30 22:00:00,
8/30/2019 23:00,10,1.295,2019-08-30 23:00:00,
8/31/2019 0:00,10,1.292,2019-08-31 00:00:00,
8/31/2019 1:00,10,1.427,2019-08-31 01:00:00,
8/31/2019 2:00,10,1.394,2019-08-31 02:00:00,
8/31/2019 3:00,10,1.427,2019-08-31 03:00:00,
8/31/2019 4:00,10,1.279,2019-08-31 04:00:00,
8/31/2019 5:00,10,1.387,2019-08-31 05:00:00,
8/31/2019 6:00,10,1.36,2019-08-31 06:00:00,
8/31/2019 7:00,10,1.311,2019-08-31 07:00:00,
8/31/2019 8:00,10,1.214,2019-08-31 08:00:00,
8/31/2019 9:00,10,1.182,2019-08-31 09:00:00,
8/31/2019 10:00,10,1.255,2019-08-31 10:00:00,
8/31/2019 11:00,10,1.241,2019-08-31 11:00:00,
8/31/2019 12:00,10,1.163,2019-08-31 12:00:00,
8/31/2019 13:00,10,1.153,2019-08-31 13:00:00,
8/31/2019 14:00,10,1.263,2019-08-31 14:00:00,
8/31/2019 15:00,10,1.211,2019-08-31 15:00:00,
8/31/2019 16:00,10,1.143,2019-08-31 16:00:00,
8/31/2019 17:00,10,1.205,2019-08-31 17:00:00,
8/31/2019 18:00,10,1.189,2019-08-31 18:00:00,
8/31/2019 19:00,10,1.176,2019-08-31 19:00:00,
8/31/2019 20:00,10,1.107,2019-08-31 20:00:00,
8/31/2019 21:00,10,1.198,2019-08-31 21:00:00,
8/31/2019 22:00,10,1.235,2019-08-31 22:00:00,
8/31/2019 23:00,10,1.243,2019-08-31 23:00:00,
9/1/2019 0:00,10,1.252,2019-09-01 00:00:00,
9/1/2019 1:00,10,1.22,2019-09-01 01:00:00,
9/1/2019 2:00,10,1.251,2019-09-01 02:00:00,
9/1/2019 3:00,10,1.277,2019-09-01 03:00:00,
9/1/2019 4:00,10,1.263,2019-09-01 04:00:00,
9/1/2019 5:00,10,1.176,2019-09-01 05:00:00,
9/1/2019 6:00,10,1.177,2019-09-01 06:00:00,
9/1/2019 7:00,10,1.248,2019-09-01 07:00:00,
9/1/2019 8:00,10,1.193,2019-09-01 08:00:00,
9/1/2019 9:00,10,1.106,2019-09-01 09:00:00,
9/1/2019 10:00,10,1.174,2019-09-01 10:00:00,
9/1/2019 11:00,10,1.208,2019-09-01 11:00:00,
9/1/2019 12:00,10,1.139,2019-09-01 12:00:00,
9/1/2019 13:00,10,1.152,2019-09-01 13:00:00,
9/1/2019 14:00,10,1.28,2019-09-01 14:00:00,
9/1/2019 15:00,10,1.312,2019-09-01 15:00:00,
9/1/2019 16:00,10,1.363,2019-09-01 16:00:00,
9/1/2019 17:00,10,1.485,2019-09-01 17:00:00,
9/1/2019 18:00,10,1.578,2019-09-01 18:00:00,
9/1/2019 19:00,10,2.896,2019-09-01 19:00:00,
9/1/2019 20:00,10,4.92,2019-09-01 20:00:00,
9/1/2019 21:00,10,2.449,2019-09-01 21:00:00,
9/1/2019 22:00,10,5.267,2019-09-01 22:00:00,
9/1/2019 23:00,10,1.518,2019-09-01 23:00:00,
9/2/2019 0:00,10,1.432,2019-09-02 00:00:00,
9/2/2019 1:00,10,1.315,2019-09-02 01:00:00,
9/2/2019 2:00,10,1.301,2019-09-02 02:00:00,
9/2/2019 3:00,10,1.41,2019-09-02 03:00:00,
9/2/2019 4:00,10,1.26,2019-09-02 04:00:00,
9/2/2019 5:00,10,1.195,2019-09-02 05:00:00,
9/2/2019 6:00,10,1.226,2019-09-02 06:00:00,
9/2/2019 7:00,10,1.48,2019-09-02 07:00:00,
9/2/2019 8:00,10,1.76,2019-09-02 08:00:00,
9/2/2019 9:00,10,1.63,2019-09-02 09:00:00,
9/2/2019 10:00,10,2.54,2019-09-02 10:00:00,
9/2/2019 11:00,10,5.745,2019-09-02 11:00:00,
9/2/2019 12:00,10,5.119,2019-09-02 12:00:00,
9/2/2019 13:00,10,1.943,2019-09-02 13:00:00,
9/2/2019 14:00,10,1.756,2019-09-02 14:00:00,
9/2/2019 15:00,10,1.703,2019-09-02 15:00:00,
9/2/2019 16:00,10,3.908,2019-09-02 16:00:00,
9/2/2019 17:00,10,4.126,2019-09-02 17:00:00,
9/2/2019 18:00,10,1.759,2019-09-02 18:00:00,
9/2/2019 19:00,10,5.848,2019-09-02 19:00:00,
9/2/2019 20:00,10,2.201,2019-09-02 20:00:00,
9/2/2019 21:00,10,1.728,2019-09-02 21:00:00,
9/2/2019 22:00,10,1.468,2019-09-02 22:00:00,
9/2/2019 23:00,10,1.638,2019-09-02 23:00:00,
9/3/2019 0:00,10,1.608,2019-09-03 00:00:00,
9/3/2019 1:00,10,1.457,2019-09-03 01:00:00,
9/3/2019 2:00,10,1.432,2019-09-03 02:00:00,
9/3/2019 3:00,10,1.497,2019-09-03 03:00:00,
9/3/2019 4:00,10,1.406,2019-09-03 04:00:00,
9/3/2019 5:00,10,1.364,2019-09-03 05:00:00,
9/3/2019 6:00,10,1.37,2019-09-03 06:00:00,
9/3/2019 7:00,10,1.719,2019-09-03 07:00:00,
9/3/2019 8:00,10,1.55,2019-09-03 08:00:00,
9/3/2019 9:00,10,1.441,2019-09-03 09:00:00,
9/3/2019 10:00,10,1.452,2019-09-03 10:00:00,
9/3/2019 11:00,10,1.34,2019-09-03 11:00:00,
9/3/2019 12:00,10,1.306,2019-09-03 12:00:00,
9/3/2019 13:00,10,1.244,2019-09-03 13:00:00,
9/3/2019 14:00,10,1.295,2019-09-03 14:00:00,
9/3/2019 15:00,10,1.381,2019-09-03 15:00:00,
9/3/2019 16:00,10,1.663,2019-09-03 16:00:00,
9/3/2019 17:00,10,1.736,2019-09-03 17:00:00,
9/3/2019 18:00,10,2.005,2019-09-03 18:00:00,
9/3/2019 19:00,10,1.999,2019-09-03 19:00:00,
9/3/2019 20:00,10,2.357,2019-09-03 20:00:00,
9/3/2019 21:00,10,1.637,2019-09-03 21:00:00,
9/3/2019 22:00,10,2.149,2019-09-03 22:00:00,
9/3/2019 23:00,10,3.668,2019-09-03 23:00:00,
9/4/2019 0:00,10,3.021,2019-09-04 00:00:00,
9/4/2019 1:00,10,1.469,2019-09-04 01:00:00,
9/4/2019 2:00,10,1.473,2019-09-04 02:00:00,
9/4/2019 3:00,10,1.367,2019-09-04 03:00:00,
9/4/2019 4:00,10,1.416,2019-09-04 04:00:00,
9/4/2019 5:00,10,1.418,2019-09-04 05:00:00,
9/4/2019 6:00,10,1.526,2019-09-04 06:00:00,
9/4/2019 7:00,10,1.679,2019-09-04 07:00:00,
9/4/2019 8:00,10,1.561,2019-09-04 08:00:00,
9/4/2019 9:00,10,1.498,2019-09-04 09:00:00,
9/4/2019 10:00,10,1.363,2019-09-04 10:00:00,
9/4/2019 11:00,10,1.272,2019-09-04 11:00:00,
9/4/2019 12:00,10,1.221,2019-09-04 12:00:00,
9/4/2019 13:00,10,1.29,2019-09-04 13:00:00,
9/4/2019 14:00,10,1.341,2019-09-04 14:00:00,
9/4/2019 15:00,10,1.226,2019-09-04 15:00:00,
9/4/2019 16:00,10,1.406,2019-09-04 16:00:00,
9/4/2019 17:00,10,1.611,2019-09-04 17:00:00,
9/4/2019 18:00,10,1.892,2019-09-04 18:00:00,
9/4/2019 19:00,10,2.482,2019-09-04 19:00:00,
9/4/2019 20:00,10,1.984,2019-09-04 20:00:00,
9/4/2019 21:00,10,4.641,2019-09-04 21:00:00,
9/4/2019 22:00,10,2.966,2019-09-04 22:00:00,
9/4/2019 23:00,10,2.225,2019-09-04 23:00:00,
9/5/2019 0:00,10,1.713,2019-09-05 00:00:00,
9/5/2019 1:00,10,1.473,2019-09-05 01:00:00,
9/5/2019 2:00,10,1.553,2019-09-05 02:00:00,
9/5/2019 3:00,10,1.575,2019-09-05 03:00:00,
9/5/2019 4:00,10,1.44,2019-09-05 04:00:00,
9/5/2019 5:00,10,1.444,2019-09-05 05:00:00,
9/5/2019 6:00,10,1.51,2019-09-05 06:00:00,
9/5/2019 7:00,10,1.787,2019-09-05 07:00:00,
9/5/2019 8:00,10,1.664,2019-09-05 08:00:00,
9/5/2019 9:00,10,1.431,2019-09-05 09:00:00,
9/5/2019 10:00,10,1.408,2019-09-05 10:00:00,
9/5/2019 11:00,10,1.332,2019-09-05 11:00:00,
9/5/2019 12:00,10,1.225,2019-09-05 12:00:00,
9/5/2019 13:00,10,1.323,2019-09-05 13:00:00,
9/5/2019 14:00,10,1.332,2019-09-05 14:00:00,
9/5/2019 15:00,10,1.254,2019-09-05 15:00:00,
9/5/2019 16:00,10,1.369,2019-09-05 16:00:00,
9/5/2019 17:00,10,1.723,2019-09-05 17:00:00,
9/5/2019 18:00,10,1.768,2019-09-05 18:00:00,
9/5/2019 19:00,10,1.811,2019-09-05 19:00:00,
9/5/2019 20:00,10,1.609,2019-09-05 20:00:00,
9/5/2019 21:00,10,1.674,2019-09-05 21:00:00,
9/5/2019 22:00,10,1.527,2019-09-05 22:00:00,
9/5/2019 23:00,10,2.219,2019-09-05 23:00:00,
9/6/2019 0:00,10,1.558,2019-09-06 00:00:00,
9/6/2019 1:00,10,1.363,2019-09-06 01:00:00,
9/6/2019 2:00,10,1.388,2019-09-06 02:00:00,
9/6/2019 3:00,10,1.358,2019-09-06 03:00:00,
9/6/2019 4:00,10,1.301,2019-09-06 04:00:00,
9/6/2019 5:00,10,1.29,2019-09-06 05:00:00,
9/6/2019 6:00,10,1.264,2019-09-06 06:00:00,
9/6/2019 7:00,10,1.387,2019-09-06 07:00:00,
9/6/2019 8:00,10,1.445,2019-09-06 08:00:00,
9/6/2019 9:00,10,1.309,2019-09-06 09:00:00,
9/6/2019 10:00,10,1.256,2019-09-06 10:00:00,
9/6/2019 11:00,10,1.179,2019-09-06 11:00:00,
9/6/2019 12:00,10,1.209,2019-09-06 12:00:00,
9/6/2019 13:00,10,1.291,2019-09-06 13:00:00,
9/6/2019 14:00,10,1.295,2019-09-06 14:00:00,
9/6/2019 15:00,10,1.27,2019-09-06 15:00:00,
9/6/2019 16:00,10,1.28,2019-09-06 16:00:00,
9/6/2019 17:00,10,1.365,2019-09-06 17:00:00,
9/6/2019 18:00,10,1.759,2019-09-06 18:00:00,
9/6/2019 19:00,10,1.042,2019-09-06 19:00:00,
9/6/2019 20:00,10,0.973,2019-09-06 20:00:00,
9/6/2019 21:00,10,0.967,2019-09-06 21:00:00,
9/6/2019 22:00,10,1.189,2019-09-06 22:00:00,
9/6/2019 23:00,10,1.449,2019-09-06 23:00:00,
9/7/2019 0:00,10,0.798,2019-09-07 00:00:00,
9/7/2019 1:00,10,0.637,2019-09-07 01:00:00,
9/7/2019 2:00,10,0.723,2019-09-07 02:00:00,
9/7/2019 3:00,10,0.639,2019-09-07 03:00:00,
9/7/2019 4:00,10,0.615,2019-09-07 04:00:00,
9/7/2019 5:00,10,0.676,2019-09-07 05:00:00,
9/7/2019 6:00,10,0.715,2019-09-07 06:00:00,
9/7/2019 7:00,10,0.713,2019-09-07 07:00:00,
9/7/2019 8:00,10,0.644,2019-09-07 08:00:00,
9/7/2019 9:00,10,0.814,2019-09-07 09:00:00,
9/7/2019 10:00,10,0.822,2019-09-07 10:00:00,
9/7/2019 11:00,10,1.545,2019-09-07 11:00:00,
9/7/2019 12:00,10,1.214,2019-09-07 12:00:00,
9/7/2019 13:00,10,1.13,2019-09-07 13:00:00,
9/7/2019 14:00,10,1.656,2019-09-07 14:00:00,
9/7/2019 15:00,10,4.266,2019-09-07 15:00:00,
9/7/2019 16:00,10,0.93,2019-09-07 16:00:00,
9/7/2019 17:00,10,1.182,2019-09-07 17:00:00,
9/7/2019 18:00,10,1.155,2019-09-07 18:00:00,
9/7/2019 19:00,10,1.28,2019-09-07 19:00:00,
9/7/2019 20:00,10,1.852,2019-09-07 20:00:00,
9/7/2019 21:00,10,1.766,2019-09-07 21:00:00,
9/7/2019 22:00,10,4.403,2019-09-07 22:00:00,
9/7/2019 23:00,10,1.152,2019-09-07 23:00:00,
9/8/2019 0:00,10,0.722,2019-09-08 00:00:00,
9/8/2019 1:00,10,0.826,2019-09-08 01:00:00,
9/8/2019 2:00,10,0.702,2019-09-08 02:00:00,
9/8/2019 3:00,10,0.665,2019-09-08 03:00:00,
9/8/2019 4:00,10,0.754,2019-09-08 04:00:00,
9/8/2019 5:00,10,0.747,2019-09-08 05:00:00,
9/8/2019 6:00,10,0.617,2019-09-08 06:00:00,
9/8/2019 7:00,10,0.753,2019-09-08 07:00:00,
9/8/2019 8:00,10,1.143,2019-09-08 08:00:00,
9/8/2019 9:00,10,0.8,2019-09-08 09:00:00,
9/8/2019 10:00,10,0.657,2019-09-08 10:00:00,
9/8/2019 11:00,10,0.658,2019-09-08 11:00:00,
9/8/2019 12:00,10,0.691,2019-09-08 12:00:00,
9/8/2019 13:00,10,1.211,2019-09-08 13:00:00,
9/8/2019 14:00,10,3.101,2019-09-08 14:00:00,
9/8/2019 15:00,10,3.734,2019-09-08 15:00:00,
9/8/2019 16:00,10,1.247,2019-09-08 16:00:00,
9/8/2019 17:00,10,1.155,2019-09-08 17:00:00,
9/8/2019 18:00,10,1.501,2019-09-08 18:00:00,
9/8/2019 19:00,10,1.373,2019-09-08 19:00:00,
9/8/2019 20:00,10,4.258,2019-09-08 20:00:00,
9/8/2019 21:00,10,3.083,2019-09-08 21:00:00,
9/8/2019 22:00,10,0.845,2019-09-08 22:00:00,
9/8/2019 23:00,10,0.666,2019-09-08 23:00:00,
9/9/2019 0:00,10,0.569,2019-09-09 00:00:00,
9/9/2019 1:00,10,0.585,2019-09-09 01:00:00,
9/9/2019 2:00,10,0.663,2019-09-09 02:00:00,
9/9/2019 3:00,10,0.54,2019-09-09 03:00:00,
9/9/2019 4:00,10,0.528,2019-09-09 04:00:00,
9/9/2019 5:00,10,0.68,2019-09-09 05:00:00,
9/9/2019 6:00,10,0.758,2019-09-09 06:00:00,
9/9/2019 7:00,10,0.568,2019-09-09 07:00:00,
9/9/2019 8:00,10,0.845,2019-09-09 08:00:00,
9/9/2019 9:00,10,0.683,2019-09-09 09:00:00,
9/9/2019 10:00,10,0.517,2019-09-09 10:00:00,
9/9/2019 11:00,10,0.539,2019-09-09 11:00:00,
9/9/2019 12:00,10,0.6,2019-09-09 12:00:00,
9/9/2019 13:00,10,0.619,2019-09-09 13:00:00,
9/9/2019 14:00,10,0.52,2019-09-09 14:00:00,
9/9/2019 15:00,10,0.505,2019-09-09 15:00:00,
9/9/2019 16:00,10,0.709,2019-09-09 16:00:00,
9/9/2019 17:00,10,0.801,2019-09-09 17:00:00,
9/9/2019 18:00,10,0.698,2019-09-09 18:00:00,
9/9/2019 19:00,10,1.188,2019-09-09 19:00:00,
9/9/2019 20:00,10,1.23,2019-09-09 20:00:00,
9/9/2019 21:00,10,4.569,2019-09-09 21:00:00,
9/9/2019 22:00,10,1.581,2019-09-09 22:00:00,
9/9/2019 23:00,10,0.833,2019-09-09 23:00:00,
9/10/2019 0:00,10,0.582,2019-09-10 00:00:00,
9/10/2019 1:00,10,0.562,2019-09-10 01:00:00,
9/10/2019 2:00,10,0.683,2019-09-10 02:00:00,
9/10/2019 3:00,10,0.626,2019-09-10 03:00:00,
9/10/2019 4:00,10,0.52,2019-09-10 04:00:00,
9/10/2019 5:00,10,0.533,2019-09-10 05:00:00,
9/10/2019 6:00,10,0.626,2019-09-10 06:00:00,
9/10/2019 7:00,10,0.68,2019-09-10 07:00:00,
9/10/2019 8:00,10,1.018,2019-09-10 08:00:00,
9/10/2019 9:00,10,0.693,2019-09-10 09:00:00,
9/10/2019 10:00,10,0.653,2019-09-10 10:00:00,
9/10/2019 11:00,10,0.551,2019-09-10 11:00:00,
9/10/2019 12:00,10,0.616,2019-09-10 12:00:00,
9/10/2019 13:00,10,0.624,2019-09-10 13:00:00,
9/10/2019 14:00,10,0.646,2019-09-10 14:00:00,
9/10/2019 15:00,10,0.526,2019-09-10 15:00:00,
9/10/2019 16:00,10,0.593,2019-09-10 16:00:00,
9/10/2019 17:00,10,1.066,2019-09-10 17:00:00,
9/10/2019 18:00,10,0.931,2019-09-10 18:00:00,
9/10/2019 19:00,10,0.753,2019-09-10 19:00:00,
9/10/2019 20:00,10,1.5,2019-09-10 20:00:00,
9/10/2019 21:00,10,1.119,2019-09-10 21:00:00,
9/10/2019 22:00,10,0.893,2019-09-10 22:00:00,
9/10/2019 23:00,10,1.155,2019-09-10 23:00:00,
9/11/2019 0:00,10,1.336,2019-09-11 00:00:00,
9/11/2019 1:00,10,0.679,2019-09-11 01:00:00,
9/11/2019 2:00,10,0.523,2019-09-11 02:00:00,
9/11/2019 3:00,10,0.593,2019-09-11 03:00:00,
9/11/2019 4:00,10,0.56,2019-09-11 04:00:00,
9/11/2019 5:00,10,0.512,2019-09-11 05:00:00,
9/11/2019 6:00,10,0.547,2019-09-11 06:00:00,
9/11/2019 7:00,10,0.836,2019-09-11 07:00:00,
9/11/2019 8:00,10,1.206,2019-09-11 08:00:00,
9/11/2019 9:00,10,0.61,2019-09-11 09:00:00,
9/11/2019 10:00,10,0.691,2019-09-11 10:00:00,
9/11/2019 11:00,10,0.685,2019-09-11 11:00:00,
9/11/2019 12:00,10,0.688,2019-09-11 12:00:00,
9/11/2019 13:00,10,0.63,2019-09-11 13:00:00,
9/11/2019 14:00,10,0.748,2019-09-11 14:00:00,
9/11/2019 15:00,10,0.767,2019-09-11 15:00:00,
9/11/2019 16:00,10,0.743,2019-09-11 16:00:00,
9/11/2019 17:00,10,0.641,2019-09-11 17:00:00,
9/11/2019 18:00,10,0.588,2019-09-11 18:00:00,
9/11/2019 19:00,10,0.765,2019-09-11 19:00:00,
9/11/2019 20:00,10,0.95,2019-09-11 20:00:00,
9/11/2019 21:00,10,0.927,2019-09-11 21:00:00,
9/11/2019 22:00,10,0.763,2019-09-11 22:00:00,
9/11/2019 23:00,10,1.426,2019-09-11 23:00:00,
9/12/2019 0:00,10,0.905,2019-09-12 00:00:00,
9/12/2019 1:00,10,0.638,2019-09-12 01:00:00,
9/12/2019 2:00,10,0.611,2019-09-12 02:00:00,
9/12/2019 3:00,10,0.682,2019-09-12 03:00:00,
9/12/2019 4:00,10,0.694,2019-09-12 04:00:00,
9/12/2019 5:00,10,0.593,2019-09-12 05:00:00,
9/12/2019 6:00,10,0.633,2019-09-12 06:00:00,
9/12/2019 7:00,10,1.188,2019-09-12 07:00:00,
9/12/2019 8:00,10,0.938,2019-09-12 08:00:00,
9/12/2019 9:00,10,0.749,2019-09-12 09:00:00,
9/12/2019 10:00,10,0.872,2019-09-12 10:00:00,
9/12/2019 11:00,10,0.832,2019-09-12 11:00:00,
9/12/2019 12:00,10,0.787,2019-09-12 12:00:00,
9/12/2019 13:00,10,0.689,2019-09-12 13:00:00,
9/12/2019 14:00,10,0.689,2019-09-12 14:00:00,
9/12/2019 15:00,10,0.796,2019-09-12 15:00:00,
9/12/2019 16:00,10,0.806,2019-09-12 16:00:00,
9/12/2019 17:00,10,0.68,2019-09-12 17:00:00,
9/12/2019 18:00,10,1.053,2019-09-12 18:00:00,
9/12/2019 19:00,10,0.846,2019-09-12 19:00:00,
9/12/2019 20:00,10,0.83,2019-09-12 20:00:00,
9/12/2019 21:00,10,0.736,2019-09-12 21:00:00,
9/12/2019 22:00,10,0.872,2019-09-12 22:00:00,
9/12/2019 23:00,10,1.572,2019-09-12 23:00:00,
9/13/2019 0:00,10,0.805,2019-09-13 00:00:00,
9/13/2019 1:00,10,0.643,2019-09-13 01:00:00,
9/13/2019 2:00,10,0.696,2019-09-13 02:00:00,
9/13/2019 3:00,10,0.568,2019-09-13 03:00:00,
9/13/2019 4:00,10,0.567,2019-09-13 04:00:00,
9/13/2019 5:00,10,0.665,2019-09-13 05:00:00,
9/13/2019 6:00,10,0.739,2019-09-13 06:00:00,
9/13/2019 7:00,10,0.658,2019-09-13 07:00:00,
9/13/2019 8:00,10,0.93,2019-09-13 08:00:00,
9/13/2019 9:00,10,0.803,2019-09-13 09:00:00,
9/13/2019 10:00,10,0.633,2019-09-13 10:00:00,
9/13/2019 11:00,10,0.607,2019-09-13 11:00:00,
9/13/2019 12:00,10,0.547,2019-09-13 12:00:00,
9/13/2019 13:00,10,0.556,2019-09-13 13:00:00,
9/13/2019 14:00,10,0.669,2019-09-13 14:00:00,
9/13/2019 15:00,10,0.575,2019-09-13 15:00:00,
9/13/2019 16:00,10,0.638,2019-09-13 16:00:00,
9/13/2019 17:00,10,0.785,2019-09-13 17:00:00,
9/13/2019 18:00,10,0.898,2019-09-13 18:00:00,
9/13/2019 19:00,10,1.186,2019-09-13 19:00:00,
9/13/2019 20:00,10,0.978,2019-09-13 20:00:00,
9/13/2019 21:00,10,1.156,2019-09-13 21:00:00,
9/13/2019 22:00,10,1.503,2019-09-13 22:00:00,
9/13/2019 23:00,10,0.879,2019-09-13 23:00:00,
9/14/2019 0:00,10,0.622,2019-09-14 00:00:00,
9/14/2019 1:00,10,0.71,2019-09-14 01:00:00,
9/14/2019 2:00,10,0.596,2019-09-14 02:00:00,
9/14/2019 3:00,10,0.574,2019-09-14 03:00:00,
9/14/2019 4:00,10,0.641,2019-09-14 04:00:00,
9/14/2019 5:00,10,0.658,2019-09-14 05:00:00,
9/14/2019 6:00,10,0.669,2019-09-14 06:00:00,
9/14/2019 7:00,10,0.888,2019-09-14 07:00:00,
9/14/2019 8:00,10,0.972,2019-09-14 08:00:00,
9/14/2019 9:00,10,0.872,2019-09-14 09:00:00,
9/14/2019 10:00,10,0.847,2019-09-14 10:00:00,
9/14/2019 11:00,10,1.198,2019-09-14 11:00:00,
9/14/2019 12:00,10,1.379,2019-09-14 12:00:00,
9/14/2019 13:00,10,1.314,2019-09-14 13:00:00,
9/14/2019 14:00,10,1.675,2019-09-14 14:00:00,
9/14/2019 15:00,10,4.613,2019-09-14 15:00:00,
9/14/2019 16:00,10,1.62,2019-09-14 16:00:00,
9/14/2019 17:00,10,1.506,2019-09-14 17:00:00,
9/14/2019 18:00,10,4.996,2019-09-14 18:00:00,
9/14/2019 19:00,10,1.114,2019-09-14 19:00:00,
9/14/2019 20:00,10,1.233,2019-09-14 20:00:00,
9/14/2019 21:00,10,0.853,2019-09-14 21:00:00,
9/14/2019 22:00,10,0.85,2019-09-14 22:00:00,
9/14/2019 23:00,10,0.653,2019-09-14 23:00:00,
9/15/2019 0:00,10,0.706,2019-09-15 00:00:00,
9/15/2019 1:00,10,0.568,2019-09-15 01:00:00,
9/15/2019 2:00,10,0.564,2019-09-15 02:00:00,
9/15/2019 3:00,10,0.703,2019-09-15 03:00:00,
9/15/2019 4:00,10,0.613,2019-09-15 04:00:00,
9/15/2019 5:00,10,0.523,2019-09-15 05:00:00,
9/15/2019 6:00,10,0.535,2019-09-15 06:00:00,
9/15/2019 7:00,10,0.634,2019-09-15 07:00:00,
9/15/2019 8:00,10,0.689,2019-09-15 08:00:00,
9/15/2019 9:00,10,0.907,2019-09-15 09:00:00,
9/15/2019 10:00,10,0.641,2019-09-15 10:00:00,
9/15/2019 11:00,10,0.647,2019-09-15 11:00:00,
9/15/2019 12:00,10,1.102,2019-09-15 12:00:00,
9/15/2019 13:00,10,4.04,2019-09-15 13:00:00,
9/15/2019 14:00,10,0.952,2019-09-15 14:00:00,
9/15/2019 15:00,10,0.913,2019-09-15 15:00:00,
