"PVWatts: Hourly PV Performance Data"
"Requested Location:","14 woodside Dr, cumberland center, maine"
"Location:","Lat, Lon: 43.81, -70.26"
"Lat (deg N):","43.81"
"Long (deg W):","70.26"
"Elev (m):","82.919998168945"
"DC System Size (kW):","4.4"
"Module Type:","Premium"
"Array Type:","Fixed (roof mount)"
"Array Tilt (deg):","43"
"Array Azimuth (deg):","225"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.090"
"Capacity Factor (%)","14.3"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"10","20","2","0","0","4","0","0","4","0","0"
"10","20","3","0","0","4","0","0","4","0","0"
"10","20","4","0","0","3","0","0","3","0","0"
"10","20","5","0","0","3","0","0","3","0","0"
"10","20","6","211","27","4","0","21.066","5.439","85.092","61.083"
"10","20","7","594","59","7","0","48.114","4.795","194.757","168.646"
"10","20","8","746","75","9","0","269.386","18.984","893.179","851.297"
"10","20","9","818","86","11","0","502.203","33.005","1778.519","1710.72"
"10","20","10","617","152","12","0","607.601","39.885","2160.779","2079.742"
"10","20","11","550","182","13","0","684.853","44.36","2409.406","2319.097"
"10","20","12","810","105","13","0","904.342","52.288","3090.568","2972.179"
"10","20","13","510","153","13","0","701.366","47.112","2445.638","2353.934"
"10","20","14","691","69","12","0","747.692","46.303","2613.859","2515.534"
"10","20","15","63","81","11","0","145.64","24.082","551.648","517.993"
"10","20","16","0","13","9","0","10.857","7.925","43.499","20.26"
"10","20","17","0","0","8","0","0","8","0","0"
"10","20","18","0","0","7","0","0","7","0","0"
"10","20","19","0","0","7","0","0","7","0","0"
"10","20","20","0","0","7","0","0","7","0","0"
"10","20","21","0","0","7","0","0","7","0","0"
"10","20","22","0","0","6","0","0","6","0","0"
"10","20","23","0","0","6","0","0","6","0","0"
"10","21","0","0","0","6","0","0","6","0","0"
"10","21","1","0","0","6","0","0","6","0","0"
"10","21","2","0","0","6","0","0","6","0","0"
"10","21","3","0","0","6","0","0","6","0","0"
"10","21","4","0","0","7","0","0","7","0","0"
"10","21","5","0","0","7","0","0","7","0","0"
"10","21","6","0","3","8","0","2.492","3.303","10.137","0"
"10","21","7","29","87","9","0","67.337","7.43","270.22","242.604"
"10","21","8","0","94","10","0","78.781","10.697","312.738","284.252"
"10","21","9","0","154","11","0","131.616","14.897","515.167","482.333"
"10","21","10","100","251","11","0","307.165","23.732","1163.51","1114.416"
"10","21","11","0","141","11","0","122.308","17.918","473.842","441.923"
"10","21","12","0","137","11","0","120.005","15.151","469.316","437.497"
"10","21","13","0","52","11","0","43.662","11.171","173.051","147.364"
"10","21","14","103","167","10","0","287.728","20.826","1103.297","1055.863"
"10","21","15","0","29","9","0","24.254","11.252","96.104","71.888"
"10","21","16","55","15","8","0","65.698","7.054","262.111","234.659"
"10","21","17","0","0","7","0","0","7","0","0"
"10","21","18","0","0","7","0","0","7","0","0"
"10","21","19","0","0","6","0","0","6","0","0"
"10","21","20","0","0","5","0","0","5","0","0"
"10","21","21","0","0","5","0","0","5","0","0"
"10","21","22","0","0","4","0","0","4","0","0"
"10","21","23","0","0","4","0","0","4","0","0"
"10","22","0","0","0","3","0","0","3","0","0"
"10","22","1","0","0","3","0","0","3","0","0"
"10","22","2","0","0","2","0","0","2","0","0"
"10","22","3","0","0","2","0","0","2","0","0"
"10","22","4","0","0","2","0","0","2","0","0"
"10","22","5","0","0","2","0","0","2","0","0"
"10","22","6","74","22","2","0","17.62","-0.972","72.667","48.89"
"10","22","7","314","77","3","0","57.799","1.014","236.854","209.909"
"10","22","8","806","64","4","0","273.94","14.358","912.706","870.323"
"10","22","9","195","212","5","0","293.283","18.954","1115.307","1067.544"
"10","22","10","576","162","6","0","581.659","31.516","2132.552","2052.535"
"10","22","11","917","80","6","0","872.344","44.172","3069.267","2951.815"
"10","22","12","905","78","7","0","946.537","49.553","3268.726","3142.346"
"10","22","13","869","72","6","0","942.467","49.046","3261.875","3135.808"
"10","22","14","0","99","6","0","89.502","19.33","345.075","315.918"
"10","22","15","65","77","5","0","157.224","10.6","623.541","588.236"
"10","22","16","0","11","4","0","9.179","2.603","37.423","14.295"
"10","22","17","0","0","4","0","0","4","0","0"
"10","22","18","0","0","3","0","0","3","0","0"
"10","22","19","0","0","3","0","0","3","0","0"
"10","22","20","0","0","2","0","0","2","0","0"
"10","22","21","0","0","2","0","0","2","0","0"
"10","22","22","0","0","2","0","0","2","0","0"
"10","22","23","0","0","1","0","0","1","0","0"
"10","23","0","0","0","1","0","0","1","0","0"
"10","23","1","0","0","1","0","0","1","0","0"
"10","23","2","0","0","1","0","0","1","0","0"
"10","23","3","0","0","0","0","0","0","0","0"
"10","23","4","0","0","0","0","0","0","0","0"
"10","23","5","0","0","0","0","0","0","0","0"
"10","23","6","339","20","0","0","17.823","-4.165","74.258","50.451"
"10","23","7","696","48","2","0","42.916","-0.892","176.945","151.182"
"10","23","8","835","61","3","0","278.102","13.349","926.073","883.346"
"10","23","9","902","69","5","0","522.289","28.15","1876.616","1805.537"
"10","23","10","937","72","6","0","733.665","38.956","2612.147","2513.89"
"10","23","11","947","73","7","0","887.564","46.673","3093.264","2974.756"
"10","23","12","936","72","8","0","965.848","51.165","3314.727","3186.24"
"10","23","13","901","67","9","0","953.925","52.184","3261.845","3135.779"
"10","23","14","827","58","8","0","851.391","47.924","2957.736","2845.13"
"10","23","15","668","44","7","0","620.542","38.562","2226.975","2143.52"
"10","23","16","226","13","6","0","191.536","19.81","729.957","692.129"
"10","23","17","0","0","4","0","0","4","0","0"
"10","23","18","0","0","3","0","0","3","0","0"
"10","23","19","0","0","2","0","0","2","0","0"
"10","23","20","0","0","1","0","0","1","0","0"
"10","23","21","0","0","1","0","0","1","0","0"
"10","23","22","0","0","1","0","0","1","0","0"
"10","23","23","0","0","1","0","0","1","0","0"
"10","24","0","0","0","1","0","0","1","0","0"
"10","24","1","0","0","1","0","0","1","0","0"
"10","24","2","0","0","1","0","0","1","0","0"
"10","24","3","0","0","1","0","0","1","0","0"
"10","24","4","0","0","1","0","0","1","0","0"
"10","24","5","0","0","1","0","0","1","0","0"
"10","24","6","0","5","1","0","4.158","1.027","17.037","0"
"10","24","7","0","77","3","0","61.378","1.019","251.515","224.276"
"10","24","8","79","150","5","0","146.666","9.203","568.964","534.915"
"10","24","9","0","135","7","0","115.107","11.155","456.245","424.712"
"10","24","10","157","245","8","0","352.951","22.537","1341.162","1286.994"
"10","24","11","87","250","9","0","321.744","24.866","1216.141","1165.572"
"10","24","12","1","165","8","0","149.371","16.403","581.683","547.343"
"10","24","13","14","166","7","0","169.31","13.931","664.848","628.575"
"10","24","14","93","141","7","0","242.403","17.46","940.238","897.144"
"10","24","15","0","26","6","0","21.734","7.45","87.212","63.164"
"10","24","16","0","1","5","0","0.83","0.334","3.407","0"
"10","24","17","0","0","5","0","0","5","0","0"
"10","24","18","0","0","5","0","0","5","0","0"
"10","24","19","0","0","5","0","0","5","0","0"
"10","24","20","0","0","4","0","0","4","0","0"
"10","24","21","0","0","4","0","0","4","0","0"
"10","24","22","0","0","4","0","0","4","0","0"
"10","24","23","0","0","5","0","0","5","0","0"
"10","25","0","0","0","5","0","0","5","0","0"
"10","25","1","0","0","5","0","0","5","0","0"
"10","25","2","0","0","6","0","0","6","0","0"
"10","25","3","0","0","6","0","0","6","0","0"
"10","25","4","0","0","6","0","0","6","0","0"
"10","25","5","0","0","6","0","0","6","0","0"
"10","25","6","0","11","7","0","9.175","2.262","37.448","14.321"
"10","25","7","35","81","7","0","62.768","5.251","253.696","226.413"
"10","25","8","0","105","8","0","87.874","9.071","350.726","321.451"
"10","25","9","0","67","9","0","56.331","8.863","224.984","198.276"
"10","25","10","15","194","9","0","181.488","15.014","709.629","672.29"
"10","25","11","39","227","10","0","256.17","21.139","981.177","937.014"
"10","25","12","20","197","10","0","200.716","19.702","772.815","733.945"
"10","25","13","12","163","10","0","164.483","17.384","638.377","602.725"
"10","25","14","0","99","10","0","90.579","13.365","356.377","326.983"
"10","25","15","0","55","9","0","51.096","8.847","204.088","177.793"
"10","25","16","0","3","9","0","2.492","5.026","10.08","0"
"10","25","17","0","0","9","0","0","9","0","0"
"10","25","18","0","0","9","0","0","9","0","0"
"10","25","19","0","0","9","0","0","9","0","0"
"10","25","20","0","0","9","0","0","9","0","0"
"10","25","21","0","0","9","0","0","9","0","0"
"10","25","22","0","0","9","0","0","9","0","0"
"10","25","23","0","0","9","0","0","9","0","0"
"10","26","0","0","0","10","0","0","10","0","0"
"10","26","1","0","0","10","0","0","10","0","0"
"10","26","2","0","0","10","0","0","10","0","0"
"10","26","3","0","0","10","0","0","10","0","0"
"10","26","4","0","0","9","0","0","9","0","0"
"10","26","5","0","0","8","0","0","8","0","0"
"10","26","6","0","9","8","0","7.5","3.347","30.502","7.502"
"10","26","7","0","49","9","0","40.967","6.137","165.1","139.568"
"10","26","8","326","131","10","0","199.352","16.607","710.475","673.116"
"10","26","9","454","160","11","0","386.258","27.759","1407.133","1351.011"
"10","26","10","734","113","12","0","642.896","40.198","2280.285","2194.857"
"10","26","11","505","186","14","0","647.535","44.253","2278.686","2193.317"
"10","26","12","482","180","15","0","679.352","46.317","2375.339","2286.332"
"10","26","13","724","90","16","0","828.161","52.464","2828.662","2721.534"
"10","26","14","630","77","15","0","701.607","48.393","2432.99","2341.774"
"10","26","15","450","53","14","0","463.769","38.28","1666.321","1602.172"
"10","26","16","0","0","12","0","0","12","0","0"
"10","26","17","0","0","11","0","0","11","0","0"
"10","26","18","0","0","11","0","0","11","0","0"
"10","26","19","0","0","10","0","0","10","0","0"
"10","26","20","0","0","10","0","0","10","0","0"
"10","26","21","0","0","10","0","0","10","0","0"
"10","26","22","0","0","10","0","0","10","0","0"
"10","26","23","0","0","10","0","0","10","0","0"
"10","27","0","0","0","10","0","0","10","0","0"
"10","27","1","0","0","10","0","0","10","0","0"
"10","27","2","0","0","11","0","0","11","0","0"
"10","27","3","0","0","11","0","0","11","0","0"
"10","27","4","0","0","11","0","0","11","0","0"
"10","27","5","0","0","12","0","0","12","0","0"
"10","27","6","0","9","13","0","7.501","8.629","29.98","6.989"
"10","27","7","0","17","14","0","14.184","10.049","56.427","32.95"
"10","27","8","0","68","15","0","57.161","13.459","224.825","198.12"
"10","27","9","0","96","15","0","81.135","15.889","316.509","287.945"
"10","27","10","0","158","16","0","137.547","20.355","528.448","495.316"
"10","27","11","0","103","16","0","87.609","18.825","338.363","309.346"
"10","27","12","0","9","16","0","7.534","13.357","29.642","6.657"
"10","27","13","0","67","17","0","56.321","15.462","220.029","193.419"
"10","27","14","136","135","16","0","291.792","27.145","1094.287","1047.099"
"10","27","15","261","61","15","0","322.183","30.058","1193.121","1143.2"
"10","27","16","0","0","15","0","0","15","0","0"
"10","27","17","0","0","14","0","0","14","0","0"
"10","27","18","0","0","14","0","0","14","0","0"
"10","27","19","0","0","14","0","0","14","0","0"
"10","27","20","0","0","13","0","0","13","0","0"
"10","27","21","0","0","12","0","0","12","0","0"
"10","27","22","0","0","12","0","0","12","0","0"
"10","27","23","0","0","11","0","0","11","0","0"
"10","28","0","0","0","11","0","0","11","0","0"
"10","28","1","0","0","10","0","0","10","0","0"
"10","28","2","0","0","10","0","0","10","0","0"
"10","28","3","0","0","10","0","0","10","0","0"
"10","28","4","0","0","9","0","0","9","0","0"
"10","28","5","0","0","9","0","0","9","0","0"
"10","28","6","183","15","10","0","11.932","5.835","48.134","24.81"
"10","28","7","59","77","11","0","59.813","9.325","238.529","211.55"
"10","28","8","717","70","13","0","253.07","22.41","823.992","783.855"
"10","28","9","797","81","15","0","480.062","35.846","1678.651","1614.107"
"10","28","10","257","231","16","0","419.343","36.591","1513.43","1454.085"
"10","28","11","268","237","17","0","490.541","39.665","1756.857","1689.771"
"10","28","12","832","85","17","0","888.035","54.07","3013.245","2898.241"
"10","28","13","787","79","17","0","864.164","55.927","2911.868","2801.226"
"10","28","14","715","65","16","0","752.084","51.231","2579.493","2482.54"
"10","28","15","549","43","15","0","526.919","41.853","1867.678","1796.902"
"10","28","16","0","0","13","0","0","13","0","0"
"10","28","17","0","0","12","0","0","12","0","0"
"10","28","18","0","0","11","0","0","11","0","0"
"10","28","19","0","0","11","0","0","11","0","0"
"10","28","20","0","0","10","0","0","10","0","0"
"10","28","21","0","0","9","0","0","9","0","0"
"10","28","22","0","0","8","0","0","8","0","0"
"10","28","23","0","0","7","0","0","7","0","0"
"10","29","0","0","0","6","0","0","6","0","0"
"10","29","1","0","0","6","0","0","6","0","0"
"10","29","2","0","0","6","0","0","6","0","0"
"10","29","3","0","0","5","0","0","5","0","0"
"10","29","4","0","0","5","0","0","5","0","0"
"10","29","5","0","0","5","0","0","5","0","0"
"10","29","6","0","5","5","0","4.158","0.285","17.08","0"
"10","29","7","0","55","7","0","45.222","4.171","183.426","157.537"
"10","29","8","0","90","10","0","75.479","9.735","300.594","272.357"
"10","29","9","0","136","11","0","116.367","14.032","456.811","425.265"
"10","29","10","27","201","11","0","197.264","18.665","761.429","722.837"
"10","29","11","75","235","11","0","296.95","24.073","1125.521","1077.478"
"10","29","12","50","212","11","0","265.041","23.892","1005.704","960.895"
"10","29","13","153","188","10","0","366.733","26.739","1377.659","1322.415"
"10","29","14","0","79","10","0","69.461","15.458","271.365","243.725"
"10","29","15","0","15","9","0","12.509","6.08","50.422","27.056"
"10","29","16","0","0","8","0","0","8","0","0"
"10","29","17","0","0","7","0","0","7","0","0"
"10","29","18","0","0","7","0","0","7","0","0"
"10","29","19","0","0","6","0","0","6","0","0"
"10","29","20","0","0","5","0","0","5","0","0"
"10","29","21","0","0","4","0","0","4","0","0"
"10","29","22","0","0","4","0","0","4","0","0"
"10","29","23","0","0","3","0","0","3","0","0"
"10","30","0","0","0","3","0","0","3","0","0"
"10","30","1","0","0","2","0","0","2","0","0"
"10","30","2","0","0","2","0","0","2","0","0"
"10","30","3","0","0","1","0","0","1","0","0"
"10","30","4","0","0","1","0","0","1","0","0"
"10","30","5","0","0","0","0","0","0","0","0"
"10","30","6","0","7","0","0","5.828","-4.799","24.332","1.444"
"10","30","7","48","73","2","0","56.864","-0.4","234.083","207.194"
"10","30","8","203","136","4","0","171.779","9.405","642.817","607.062"
"10","30","9","1","147","5","0","126.776","10.162","504.072","471.484"
"10","30","10","515","175","6","0","548.154","28.65","2029.844","1953.48"
"10","30","11","415","202","7","0","587.711","34.903","2140.822","2060.507"
"10","30","12","378","196","8","0","581.186","35.946","2111.749","2032.479"
"10","30","13","169","185","8","0","377.999","28.439","1411.442","1355.192"
"10","30","14","0","55","8","0","46.164","12.707","182.029","156.167"
"10","30","15","0","16","7","0","13.346","3.6","54.235","30.799"
"10","30","16","0","0","7","0","0","7","0","0"
"10","30","17","0","0","6","0","0","6","0","0"
"10","30","18","0","0","6","0","0","6","0","0"
"10","30","19","0","0","6","0","0","6","0","0"
"10","30","20","0","0","6","0","0","6","0","0"
"10","30","21","0","0","6","0","0","6","0","0"
"10","30","22","0","0","6","0","0","6","0","0"
"10","30","23","0","0","6","0","0","6","0","0"
"10","31","0","0","0","6","0","0","6","0","0"
"10","31","1","0","0","6","0","0","6","0","0"
"10","31","2","0","0","6","0","0","6","0","0"
"10","31","3","0","0","5","0","0","5","0","0"
"10","31","4","0","0","5","0","0","5","0","0"
"10","31","5","0","0","5","0","0","5","0","0"
"10","31","6","0","1","5","0","0.83","-0.047","3.412","0"
"10","31","7","418","67","6","0","50.996","3.388","207.373","181.013"
"10","31","8","616","93","6","0","244.789","14.911","832.57","792.219"
"10","31","9","250","195","7","0","311.628","21.314","1170.631","1121.339"
"10","31","10","0","78","6","0","65.661","10.59","260.748","233.323"
"10","31","11","219","235","6","0","431.725","23.359","1639.262","1575.978"
"10","31","12","466","184","6","0","665.377","35.792","2418.854","2328.182"
"10","31","13","804","80","6","0","876.109","44.909","3079.555","2961.651"
"10","31","14","719","67","5","0","753.241","41.445","2680.605","2579.586"
"10","31","15","531","45","4","0","512.642","31.244","1888.425","1816.947"
"10","31","16","0","0","3","0","0","3","0","0"
"10","31","17","0","0","2","0","0","2","0","0"
"10","31","18","0","0","1","0","0","1","0","0"
"10","31","19","0","0","4","0","0","4","0","0"
"10","31","20","0","0","4","0","0","4","0","0"
"10","31","21","0","0","4","0","0","4","0","0"
"10","31","22","0","0","4","0","0","4","0","0"
"10","31","23","0","0","4","0","0","4","0","0"
"11","1","0","0","0","4","0","0","4","0","0"
"11","1","1","0","0","4","0","0","4","0","0"
"11","1","2","0","0","4","0","0","4","0","0"
"11","1","3","0","0","4","0","0","4","0","0"
"11","1","4","0","0","4","0","0","4","0","0"
"11","1","5","0","0","4","0","0","4","0","0"
"11","1","6","137","11","4","0","8.608","-0.77","35.478","12.386"
"11","1","7","573","44","5","0","35.377","1.674","144.659","119.521"
"11","1","8","740","60","5","0","246.432","13.764","816.503","776.554"
"11","1","9","819","69","7","0","473.857","27.863","1700.375","1635.13"
"11","1","10","861","72","8","0","669.244","38.135","2387.348","2297.883"
"11","1","11","252","227","9","0","465.755","33.405","1706.441","1640.999"
"11","1","12","361","193","9","0","561.383","35.135","2045.747","1968.824"
"11","1","13","93","178","9","0","280.37","25.449","1058.04","1011.833"
"11","1","14","726","56","9","0","744.099","40.18","2660.347","2560.15"
"11","1","15","538","38","9","0","499.713","35.264","1813.918","1744.944"
"11","1","16","0","0","8","0","0","8","0","0"
"11","1","17","0","0","8","0","0","8","0","0"
"11","1","18","0","0","7","0","0","7","0","0"
"11","1","19","0","0","7","0","0","7","0","0"
"11","1","20","0","0","6","0","0","6","0","0"
"11","1","21","0","0","6","0","0","6","0","0"
"11","1","22","0","0","5","0","0","5","0","0"
"11","1","23","0","0","5","0","0","5","0","0"
"11","2","0","0","0","5","0","0","5","0","0"
"11","2","1","0","0","5","0","0","5","0","0"
"11","2","2","0","0","5","0","0","5","0","0"
"11","2","3","0","0","5","0","0","5","0","0"
"11","2","4","0","0","5","0","0","5","0","0"
"11","2","5","0","0","5","0","0","5","0","0"
"11","2","6","151","10","5","0","7.827","0.34","32.145","9.114"
"11","2","7","590","43","6","0","37.819","2.835","154.065","128.745"
"11","2","8","758","59","8","0","249.085","16.896","814.157","774.266"
"11","2","9","839","67","10","0","480.074","31.002","1702.23","1636.925"
"11","2","10","876","70","11","0","675.507","41.186","2382.189","2292.92"
"11","2","11","588","146","12","0","672.714","43.537","2372.357","2283.463"
"11","2","12","866","69","13","0","880.177","51.412","3016.93","2901.766"
"11","2","13","409","145","13","0","587.134","43.08","2078.211","2000.139"
"11","2","14","719","56","13","0","736.463","45.994","2576.374","2479.544"
"11","2","15","530","38","12","0","492.29","37.722","1770.901","1703.353"
"11","2","16","0","0","10","0","0","10","0","0"
"11","2","17","0","0","10","0","0","10","0","0"
"11","2","18","0","0","9","0","0","9","0","0"
"11","2","19","0","0","8","0","0","8","0","0"
"11","2","20","0","0","8","0","0","8","0","0"
"11","2","21","0","0","7","0","0","7","0","0"
"11","2","22","0","0","6","0","0","6","0","0"
"11","2","23","0","0","6","0","0","6","0","0"
"11","3","0","0","0","6","0","0","6","0","0"
"11","3","1","0","0","5","0","0","5","0","0"
"11","3","2","0","0","5","0","0","5","0","0"
"11","3","3","0","0","5","0","0","5","0","0"
"11","3","4","0","0","4","0","0","4","0","0"
"11","3","5","0","0","4","0","0","4","0","0"
"11","3","6","0","0","4","0","0","4","0","0"
"11","3","7","523","42","6","0","33.657","2.587","137.222","112.226"
"11","3","8","597","74","8","0","220.862","15.495","740.381","702.301"
"11","3","9","407","152","10","0","352.531","25.636","1292.646","1239.89"
"11","3","10","865","77","12","0","679.449","41.231","2395.866","2306.076"
"11","3","11","556","154","13","0","647.013","43.596","2281.202","2195.74"
"11","3","12","198","212","13","0","419.245","35.259","1527.295","1467.523"
"11","3","13","676","86","13","0","766.955","45.783","2686.881","2585.607"
"11","3","14","408","94","12","0","511.834","38.658","1840.541","1770.678"
"11","3","15","531","39","11","0","502.199","35.25","1822.913","1753.64"
"11","3","16","0","0","10","0","0","10","0","0"
"11","3","17","0","0","9","0","0","9","0","0"
"11","3","18","0","0","8","0","0","8","0","0"
"11","3","19","0","0","8","0","0","8","0","0"
"11","3","20","0","0","7","0","0","7","0","0"
"11","3","21","0","0","6","0","0","6","0","0"
"11","3","22","0","0","5","0","0","5","0","0"
"11","3","23","0","0","5","0","0","5","0","0"
"11","4","0","0","0","5","0","0","5","0","0"
"11","4","1","0","0","5","0","0","5","0","0"
"11","4","2","0","0","4","0","0","4","0","0"
"11","4","3","0","0","4","0","0","4","0","0"
"11","4","4","0","0","4","0","0","4","0","0"
"11","4","5","0","0","4","0","0","4","0","0"
"11","4","6","0","0","4","0","0","4","0","0"
"11","4","7","66","64","6","0","49.397","3.416","200.85","174.619"
"11","4","8","548","99","8","0","230.599","16.193","786.295","747.093"
"11","4","9","632","122","9","0","434.502","28.081","1567.34","1506.324"
"11","4","10","112","216","11","0","294.258","26.555","1102.672","1055.255"
"11","4","11","0","138","12","0","121.004","18.71","467.525","435.745"
"11","4","12","7","165","12","0","157.906","17.957","611.647","576.618"
"11","4","13","787","73","12","0","844.704","45.56","2961.569","2848.799"
"11","4","14","513","78","11","0","588.913","41.033","2098.948","2020.136"
"11","4","15","211","52","9","0","271.025","25.408","1019.992","974.803"
"11","4","16","0","0","7","0","0","7","0","0"
"11","4","17","0","0","6","0","0","6","0","0"
"11","4","18","0","0","6","0","0","6","0","0"
"11","4","19","0","0","6","0","0","6","0","0"
"11","4","20","0","0","6","0","0","6","0","0"
"11","4","21","0","0","6","0","0","6","0","0"
"11","4","22","0","0","6","0","0","6","0","0"
"11","4","23","0","0","6","0","0","6","0","0"
"11","5","0","0","0","6","0","0","6","0","0"
"11","5","1","0","0","6","0","0","6","0","0"
"11","5","2","0","0","6","0","0","6","0","0"
"11","5","3","0","0","5","0","0","5","0","0"
"11","5","4","0","0","5","0","0","5","0","0"
"11","5","5","0","0","4","0","0","4","0","0"
"11","5","6","0","0","3","0","0","3","0","0"
"11","5","7","0","25","3","0","20.899","-1.144","86.238","62.208"
"11","5","8","0","10","3","0","8.342","-1.552","34.468","11.395"
"11","5","9","23","159","3","0","148.869","6.33","597.299","562.601"
"11","5","10","22","184","4","0","178.761","11.264","707.515","670.228"
"11","5","11","13","180","4","0","173.655","11.535","687.286","650.481"
"11","5","12","0","130","5","0","115.328","9.686","459.364","427.763"
"11","5","13","8","142","5","0","141.546","10.022","563.139","529.223"
"11","5","14","20","107","5","0","123.828","9.568","493.303","460.954"
"11","5","15","0","41","5","0","38.209","4.767","154.678","129.347"
"11","5","16","0","0","5","0","0","5","0","0"
"11","5","17","0","0","5","0","0","5","0","0"
"11","5","18","0","0","5","0","0","5","0","0"
"11","5","19","0","0","5","0","0","5","0","0"
"11","5","20","0","0","4","0","0","4","0","0"
"11","5","21","0","0","4","0","0","4","0","0"
"11","5","22","0","0","4","0","0","4","0","0"
"11","5","23","0","0","4","0","0","4","0","0"
"11","6","0","0","0","3","0","0","3","0","0"
"11","6","1","0","0","3","0","0","3","0","0"
"11","6","2","0","0","3","0","0","3","0","0"
"11","6","3","0","0","3","0","0","3","0","0"
"11","6","4","0","0","3","0","0","3","0","0"
"11","6","5","0","0","3","0","0","3","0","0"
"11","6","6","0","0","3","0","0","3","0","0"
"11","6","7","74","61","4","0","47.228","1.252","193.386","167.302"
"11","6","8","136","124","5","0","141.503","8.692","536.729","503.41"
"11","6","9","9","147","6","0","131.388","10.884","520.367","487.416"
"11","6","10","55","200","7","0","228.059","16.297","886.5","844.787"
"11","6","11","0","129","7","0","112.556","12.402","444.278","413.006"
"11","6","12","34","187","7","0","223.967","15.888","873.556","832.173"
"11","6","13","21","150","7","0","163.361","14.661","639.867","604.181"
"11","6","14","0","95","7","0","91.283","10.377","362.754","333.226"
"11","6","15","483","38","7","0","461.757","25.818","1733.236","1666.923"
"11","6","16","0","0","6","0","0","6","0","0"
"11","6","17","0","0","6","0","0","6","0","0"
"11","6","18","0","0","5","0","0","5","0","0"
"11","6","19","0","0","5","0","0","5","0","0"
"11","6","20","0","0","4","0","0","4","0","0"
"11","6","21","0","0","4","0","0","4","0","0"
"11","6","22","0","0","4","0","0","4","0","0"
"11","6","23","0","0","4","0","0","4","0","0"
"11","7","0","0","0","4","0","0","4","0","0"
"11","7","1","0","0","4","0","0","4","0","0"
"11","7","2","0","0","4","0","0","4","0","0"
"11","7","3","0","0","4","0","0","4","0","0"
"11","7","4","0","0","4","0","0","4","0","0"
"11","7","5","0","0","4","0","0","4","0","0"
"11","7","6","0","0","4","0","0","4","0","0"
"11","7","7","559","39","5","0","34.491","1.618","141.064","115.994"
"11","7","8","743","54","6","0","235.656","14.223","769.846","731.048"
"11","7","9","828","62","8","0","462.772","28.278","1652.311","1588.611"
"11","7","10","863","66","9","0","654.106","38.431","2328.139","2240.918"
"11","7","11","872","66","10","0","791.522","45.601","2767.094","2662.528"
"11","7","12","857","63","11","0","855.123","49.599","2950.976","2838.661"
"11","7","13","813","58","11","0","833.376","49.329","2879.983","2770.694"
"11","7","14","722","49","10","0","722.365","44.597","2539.828","2444.446"
"11","7","15","519","32","9","0","472.294","34.125","1720.603","1654.702"
"11","7","16","0","0","9","0","0","9","0","0"
"11","7","17","0","0","8","0","0","8","0","0"
"11","7","18","0","0","8","0","0","8","0","0"
"11","7","19","0","0","8","0","0","8","0","0"
"11","7","20","0","0","7","0","0","7","0","0"
"11","7","21","0","0","7","0","0","7","0","0"
"11","7","22","0","0","7","0","0","7","0","0"
"11","7","23","0","0","7","0","0","7","0","0"
"11","8","0","0","0","6","0","0","6","0","0"
"11","8","1","0","0","6","0","0","6","0","0"
"11","8","2","0","0","6","0","0","6","0","0"
"11","8","3","0","0","6","0","0","6","0","0"
"11","8","4","0","0","6","0","0","6","0","0"
"11","8","5","0","0","6","0","0","6","0","0"
"11","8","6","0","0","6","0","0","6","0","0"
"11","8","7","559","36","7","0","31.82","3.565","129.318","104.473"
"11","8","8","15","110","8","0","95.941","8.792","380.091","350.196"
"11","8","9","189","171","9","0","251.341","18.825","952.389","908.979"
"11","8","10","321","189","10","0","415.476","28.506","1540.316","1480.141"
"11","8","11","860","67","11","0","781.329","44.386","2743.796","2640.192"
"11","8","12","841","67","12","0","844.476","50.074","2908.852","2798.338"
"11","8","13","763","70","12","0","812.33","49.463","2805.816","2699.643"
"11","8","14","657","59","11","0","684.592","44.074","2411.806","2321.405"
"11","8","15","431","37","10","0","419.532","32.812","1536.009","1475.968"
"11","8","16","0","0","8","0","0","8","0","0"
"11","8","17","0","0","8","0","0","8","0","0"
"11","8","18","0","0","8","0","0","8","0","0"
"11","8","19","0","0","8","0","0","8","0","0"
"11","8","20","0","0","8","0","0","8","0","0"
"11","8","21","0","0","8","0","0","8","0","0"
"11","8","22","0","0","8","0","0","8","0","0"
"11","8","23","0","0","7","0","0","7","0","0"
"11","9","0","0","0","7","0","0","7","0","0"
"11","9","1","0","0","6","0","0","6","0","0"
"11","9","2","0","0","6","0","0","6","0","0"
"11","9","3","0","0","6","0","0","6","0","0"
"11","9","4","0","0","6","0","0","6","0","0"
"11","9","5","0","0","5","0","0","5","0","0"
"11","9","6","0","0","5","0","0","5","0","0"
"11","9","7","0","43","7","0","35.452","3.726","144.005","118.879"
"11","9","8","0","91","8","0","76.438","7.57","306.6","278.241"
"11","9","9","1","135","9","0","117.03","12.033","462.409","430.741"
"11","9","10","0","112","10","0","96.117","12.743","378.956","349.086"
"11","9","11","0","84","11","0","70.738","12.034","279.559","251.753"
